variableStep chrom=chr7 span=100000
1	0
100001	0
200001	0
300001	0
400001	0
500001	0
600001	0
700001	0
800001	0
900001	0
1000001	0
1100001	0
1200001	0
1300001	0
1400001	0
1500001	0
1600001	0
1700001	0
1800001	0
1900001	0
2000001	0
2100001	0
2200001	0
2300001	0
2400001	0
2500001	0
2600001	0
2700001	0
2800001	0
2900001	0
3000001	42.4
3100001	44.1
3200001	45.5
3300001	47.1
3400001	45.1
3500001	45.7
3600001	46.9
3700001	43
3800001	42.1
3900001	40.4
4000001	45.7
4100001	42.9
4200001	41.6
4300001	43.2
4400001	50
4500001	46.2
4600001	48.1
4700001	48.8
4800001	49.3
4900001	49.5
5000001	46.7
5100001	40.4
5200001	41.4
5300001	40.6
5400001	37.5
5500001	39.6
5600001	39.9
5700001	40.4
5800001	39.9
5900001	40.6
6000001	44.2
6100001	46.9
6200001	44.9
6300001	44.5
6400001	41.4
6500001	44.1
6600001	43.8
6700001	43.4
6800001	43.7
6900001	44.1
7000001	43.9
7100001	39.9
7200001	40.3
7300001	38.3
7400001	38.2
7500001	38
7600001	36.8
7700001	39.2
7800001	38.4
7900001	39.4
8000001	37.3
8100001	39.2
8200001	38.4
8300001	38.8
8400001	38.7
8500001	38.6
8600001	38.4
8700001	38.1
8800001	38.8
8900001	37
9000001	38.5
9100001	39.5
9200001	37.2
9300001	38.8
9400001	37.6
9500001	38.6
9600001	37.5
9700001	38.7
9800001	37.7
9900001	38.1
10000001	38.1
10100001	37.9
10200001	37.6
10300001	39.5
10400001	38.4
10500001	38.1
10600001	38.2
10700001	36.5
10800001	37.7
10900001	39.5
11000001	39.2
11100001	36.4
11200001	39.1
11300001	39.7
11400001	41.5
11500001	41.8
11600001	42.5
11700001	42.3
11800001	41.1
11900001	41.5
12000001	43.4
12100001	42.3
12200001	38.5
12300001	39.8
12400001	38.3
12500001	39.8
12600001	39.6
12700001	37.9
12800001	38.5
12900001	39.4
13000001	40.3
13100001	40.3
13200001	41.1
13300001	43
13400001	42.9
13500001	47
13600001	45.1
13700001	41.8
13800001	44.1
13900001	41.3
14000001	40.7
14100001	39.3
14200001	39.4
14300001	38.8
14400001	38.4
14500001	39.6
14600001	39
14700001	39
14800001	39
14900001	40.6
15000001	38
15100001	41.6
15200001	41.4
15300001	41.3
15400001	41.9
15500001	41.5
15600001	41.5
15700001	42
15800001	42.4
15900001	40.6
16000001	41.7
