variableStep chrom=chrX span=100000
1	0
100001	0
200001	0
300001	0
400001	0
500001	0
600001	0
700001	0
800001	0
900001	0
1000001	0
1100001	0
1200001	0
1300001	0
1400001	0
1500001	0
1600001	0
1700001	0
1800001	0
1900001	0
2000001	0
2100001	0
2200001	0
2300001	0
2400001	0
2500001	0
2600001	0
2700001	0
2800001	0
2900001	0
3000001	40.6
3100001	40.6
3200001	40.8
3300001	38.9
3400001	40.8
3500001	39.9
3600001	40.9
3700001	40.3
3800001	39.6
3900001	41.4
4000001	40
4100001	40.9
4200001	39.7
4300001	40.2
4400001	40.3
4500001	39.7
4600001	39.8
4700001	40.7
4800001	40.9
4900001	40.4
5000001	38.7
5100001	41.7
5200001	40.6
5300001	40.8
5400001	41.6
5500001	39.1
5600001	41.1
5700001	40.5
5800001	39.7
5900001	40.3
6000001	39.3
6100001	39.3
6200001	39.2
6300001	40.1
6400001	38.8
6500001	39.8
6600001	40.8
6700001	41.4
6800001	40.5
6900001	41.6
7000001	41.5
7100001	46.6
7200001	47.5
7300001	47.8
7400001	46.9
7500001	46.6
7600001	45.1
7700001	45.9
7800001	44.4
7900001	42
8000001	42.2
8100001	41.6
8200001	42
8300001	41.8
8400001	42.5
8500001	43.5
8600001	42.3
8700001	40.3
8800001	39.8
8900001	42.9
9000001	40.3
9100001	42.7
9200001	42.2
9300001	39.2
9400001	38.4
9500001	38.3
9600001	40.6
9700001	39.6
9800001	39.1
9900001	39.6
10000001	38.8
10100001	40.4
10200001	39.9
10300001	40.8
10400001	40.4
10500001	40.5
10600001	41.6
10700001	42.4
10800001	44.2
10900001	44.9
11000001	46.1
11100001	45.8
11200001	45.3
11300001	46.6
11400001	47.9
11500001	47.3
11600001	49.5
11700001	48.1
11800001	46.5
11900001	45
12000001	46.6
12100001	44.1
12200001	41.2
12300001	41.2
12400001	44.4
12500001	43.1
12600001	39
12700001	40.4
12800001	43.9
12900001	43.7
13000001	44.1
13100001	39.2
13200001	37.6
13300001	37.7
13400001	39.6
13500001	39.5
13600001	39.7
13700001	39.6
13800001	38.8
13900001	38.1
14000001	39.2
14100001	38.8
14200001	38.3
14300001	38.6
14400001	37.6
14500001	38.7
14600001	38.6
14700001	37.9
14800001	37.6
14900001	38.7
15000001	38.8
15100001	38.1
15200001	37.8
15300001	38.4
15400001	37.4
15500001	39.2
15600001	38.1
15700001	38.3
15800001	39
15900001	38.9
