variableStep chrom=chr2 span=1000000
1	0
1000001	0
2000001	0
3000001	43
4000001	44.5
5000001	43.8
6000001	42.5
7000001	38.9
8000001	37.8
9000001	41.5
10000001	42.2
11000001	43.1
12000001	39.8
13000001	40.6
14000001	39.9
15000001	38.2
16000001	38.3
17000001	41.3
18000001	41.3
19000001	41.4
20000001	41.8
21000001	40.5
22000001	40
23000001	38.6
24000001	44.8
25000001	50
26000001	48.9
27000001	50.5
28000001	48.7
29000001	48.4
30000001	50.2
31000001	50
32000001	49.9
33000001	48.7
34000001	43.3
35000001	47.5
36000001	40
37000001	41.3
38000001	43.8
39000001	38.8
40000001	36.5
41000001	36.8
42000001	36.5
43000001	38
44000001	39.2
45000001	38.2
46000001	37
47000001	37.3
48000001	38.6
49000001	42.1
50000001	40.5
51000001	41.2
52000001	42.6
53000001	38.5
54000001	37.1
55000001	37.2
56000001	37.9
57000001	39.7
58000001	41.7
59000001	43.5
60000001	42.1
61000001	39
62000001	37.9
63000001	37.7
64000001	38.8
65000001	40.2
66000001	38.1
67000001	38.3
68000001	41.7
69000001	41.8
70000001	43.3
71000001	43.8
72000001	43.2
73000001	42.2
74000001	42.1
75000001	42.4
76000001	42
77000001	41.3
78000001	39.1
79000001	39.4
80000001	40.1
81000001	36.8
82000001	36.9
83000001	40.1
84000001	43
85000001	38
86000001	36.1
87000001	37.2
88000001	36.3
89000001	37.7
90000001	43.8
91000001	44.7
92000001	47.4
93000001	48.1
94000001	41.3
95000001	38.1
96000001	36.6
97000001	36.9
98000001	36.5
99000001	36.7
100000001	37.1
101000001	42.9
102000001	42.7
103000001	44.3
104000001	42.5
105000001	41.8
106000001	41
107000001	38
108000001	37.6
109000001	39.4
110000001	37.9
111000001	37.5
112000001	41.3
113000001	41.6
114000001	38.2
115000001	39.9
116000001	40.4
117000001	42
118000001	45.8
119000001	45.2
120000001	43.3
121000001	43.5
122000001	42.3
123000001	38.5
124000001	41.8
125000001	42.6
126000001	42.1
127000001	45.7
128000001	44.4
129000001	44.1
130000001	45.4
131000001	45
132000001	43.1
133000001	40.1
134000001	39.3
135000001	41.3
136000001	40.1
137000001	38.9
138000001	39.2
139000001	39.7
140000001	39
141000001	38.5
142000001	41
143000001	42.8
144000001	43.3
145000001	43.4
146000001	41.8
147000001	42.7
148000001	41.5
149000001	39.9
150000001	43
151000001	45.7
152000001	47.1
153000001	47.1
154000001	44.9
155000001	45.3
156000001	47.9
157000001	47.8
158000001	46.9
159000001	41.4
160000001	44.7
161000001	41.9
162000001	44.9
163000001	47.7
164000001	47.8
165000001	49.7
166000001	49.4
167000001	51
168000001	49
169000001	46.2
170000001	45.3
171000001	43.4
172000001	49.7
173000001	47.4
174000001	45
175000001	40.1
176000001	40.1
177000001	41.6
178000001	46.1
179000001	49.3
180000001	49.2
